ItemNumber,Description,PrimaryVendorNumber,VendorItem,MfgId,MfgName,MfgItemCount,LastCost,StdCost,AvgCost,Revision,ItemLeadTime,DefaultWhse,TotalQty
01-10005-A001,"Perlick Refrig UI - Glass& Sensor Assy uses 54-10050-A001",XYM100,"10-170603",XYM500,"Xymox",1,15.060000000000000000,15.059929,15.059929,,0,ELANSR,0.000000
01-10006-A001,"Perlick Freezer  UI - Glass & Sensor Assy Uses 54-10051-A001",XYM100,"10-170604",XYM500,"Xymox",1,15.060000000000000000,15.059947,15.059947,,0,ELANSR,0.000000
01-10007-A001,"Perlick WineSingle UI - Glass&Sensor Assy",HOL100,"01-10007-A001",HOL500,"Holland Interface Solutions",2,37.910000000000000000,45.359711,45.359711,,0,ELANSR,6.000000
01-10008-A001,"Perlick Wine Dual UI - Glass&Sensor Assy",HOL100,"01-10008-A001",HOL500,"Holland Interface Solutions",2,37.980000000000000000,34.578903,37.980000,,0,ELANSR,58.000000
01-10009-A001,"Assy, Glass/Sensor 24"" AR UI  Glass 54-10043-0001",XYM100,"10-170612",XYM500,"Xymox",1,12.930000000000000000,12.930000,12.930000,,70,ELANSR,42.000000
01-10010-A001,"Assy, Glass/Sensor 24"" AF UI uses glass 54-10042-0001",XYM100,"10-170614",XYM500,"Xymox",1,13.820000000000000000,12.307053,12.307053,,70,ELANSR,56.000000
01-10011-A001,"Assy, Glass/Sensor 18"" AF UI  uses 54-10044-0001 glass",XYM100,"10-170613",XYM500,"Xymox",1,12.830000000000000000,17.889551,17.889551,,70,ELANSR,0.000000
01-10011-A002,"Assy, Glass/Sensor 18"" AF UI  uses 54-10044-0002 glass",XYM100,"01-10011-A002",XYM500,"Xymox",1,12.830000000000000000,12.830000,12.830000,,0,ELANSR,1.000000
01-10012-000A,"Overlay,Glass,CapTouch Sensor, BlueStarRefUI",HOL100,"01-10012-000A",HOL500,"Holland Interface Solutions",1,12.990000000000000000,12.990000,12.528194,,90,ELANSR,64.000000
01-10012-000B,"Overlay,Glass,Cap Touch Sensor, BlueStarRef UI",HOL100,"01-10012-000B",HOL500,"Holland Interface Solutions",1,8.620000000000000000,8.620000,8.620000,,60,ELANSR,0.000000
01-10014-0001,"Viking Fridge BM w LOCK key- Glass and Sensor Assy",XYM100,"01-10014-0001",XYM500,"Xymox",1,9.697000000000000000,9.697000,9.697000,,0,ELANSR,7.000000
01-10015-000B,"Perlick Refrigerator UI - Glass and Sensor Assy 30""",HOL100,"01-10015-000B",,,1,31.000000000000000000,31.256293,31.256293,,42,ELANSR,47.000000
01-10016-A001,"Assy, Glass/Sensor Viking 30"" AF UI uses glass 54-10069-0001",XYM100,"01-10016-A001",XYM500,"Xymox",1,11.960000000000000000,12.277172,12.277172,,48,ELANSR,46.000000
01-10017-A001,"Assy, Glass/Sensor Viking 30"" AR UI uses glass 54-10070-0001",XYM100,"01-10017-A001",XYM500,"Xymox",1,14.690000000000000000,14.690000,14.690000,,48,ELANSR,67.000000
01-10018-A001,"Assy, Glass/Sensor Viking 36"" AF UI uses glass 54-10071-0001",XYM100,"01-10018-A001",,,1,12.040000000000000000,12.048476,12.048476,,48,ELANSR,0.000000
01-10019-A001,"Assy, Glass/Sensor Viking 36"" AR UI, uses glass 54-10072-000",XYM100,"01-10019-A001",XYM500,"Xymox",1,12.040000000000000000,12.048241,12.048241,,48,ELANSR,53.000000
01-10020-000A,"Changed to B Glass_Sensor Assembly, C&H UI, 14 Key",HOL100,"01-10020-000A",HOL500,"Holland Interface Solutions",1,32.980000000000000000,32.980000,32.980000,,0,ELANSR,0.000000
01-10020-000B,"Glass_Sensor Assembly, C&H UI, 14 Key",HOL100,"01-10020-000B",,,1,37.980000000000000000,37.980000,37.829110,,0,ELANSR,90.000000
01-10020-00X1,"Glass_Sensor Assembly, C&H UI, 14 Key",HOL100,"01-10020-00X1",HOL500,"Holland",1,33.360000000000000000,0.000000,33.360000,,56,ELANSR,0.000000
01-10020-00X2,"Obsolete_Glass_Sensor Assembly, C&H UI, 14 Key",,"",,,0,0.000000000000000000,0.000000,0.000000,,15,ELANSR,0.000000
01-10020-00X3,"Glass_Sensor Assembly, C&H UI, 14 Key",HOL100,"01-10020-00X3",,,1,32.980000000000000000,32.980000,32.980000,,0,ELANSR,0.000000
01-10021-00X1,"Do not buy Glass_Sensor Assembly, C&H UI, 12 Key",HOL100,"01-10021-00X1",HOL500,"Holland Interface Solutions",1,33.360000000000000000,33.360000,33.360000,,0,ELANSR,0.000000
01-10022-000A,"changed to B Glass_Sensor Assembly, C&H UI, 7 Key",HOL100,"01-10022-000A",HOL500,"Holland Interface Solutions",1,32.980000000000000000,32.980000,32.980000,,0,ELANSR,0.000000
01-10022-000B,"Glass_Sensor Assembly, C&H UI, 7 Key",HOL100,"01-10022-000B",HOL500,"Holland Interface Solutions",1,35.950000000000000000,35.950000,35.950975,,0,ELANSR,0.000000
01-10022-00X1,"Do not buy Glass_Sensor Assembly, C&H UI, 7 Key",HOL100,"01-10022-00X1",HOL500,"Holland Interface Solutions",1,33.360000000000000000,33.360000,33.360000,,56,ELANSR,0.000000
01-10022-00X3,"Glass_Sensor Assembly, C&H UI, 7 Key",HOL100,"01-10022-00X3",,,1,32.980000000000000000,32.980000,32.980000,,0,ELANSR,0.000000
01-10023-00X1,"Glass_Sensor Assembly, C&H UI, 6 Key",HOL100,"01-10023-00X1",HOL500,"Holland Interface Solutions",1,33.360000000000000000,33.360000,33.360000,,56,ELANSR,0.000000
01-10024-000A," Cover, C&H UI Assembly",MOL101,"01-10024-000A",MOL500,"Ningbo Moldie Mold",1,2.350000000000000000,2.350000,2.350000,,15,ELANSR,180.000000
01-10024-00X1,"Housing Cover, C&H UI assembly",MOL101,"01-10024-00X1",MOL500,"Ningbo Moldie Mold",1,1.880000000000000000,0.000000,1.880000,,20,ELANSR,0.000000
01-10025-000A,"Housing Gasket Assembly, Brewer, Left",MOL101,"01-10025-000A",MOL500,"Ningbo Moldie Mold",1,0.000000000000000000,0.000000,0.000000,,0,ELANSR,0.000000
01-10026-000A,"Housing Gasket Assembly, Brewer, Center",MOL101,"01-10026-000A",MOL500,"Ningbo Moldie Mold",1,0.000000000000000000,0.000000,0.000000,,0,ELANSR,0.000000
01-10027-00X1,"PMMA_Sensor Assembly, WC Grinder",SHE105,"0110027X1",SHE500,"Shenzhen Citic Treasure Electronic Co., Ltd",1,2.150000000000000000,2.150000,2.150000,,0,ELANSR,0.000000
01-10027-B00A,"PMMA_Sensor Assembly, WC Grinder",HOL100,"01-10027-B00A",HOL500,"Holland Interface Solutions",1,17.760000000000000000,6.980000,11.749912,,0,ELANSR,47.000000
01-10027-B0X1,"PMMA_Sensor Assembly, WC Grinder",HOL100,"01-10027-B0X1SA",HOL500,"Holland Interface Solutions",1,6.980000000000000000,0.000000,6.980000,,0,ELANSR,0.000000
01-10028-000ASA,"Switch Asm, SP3T, On-On-On, Spring Return",GRA103,"01-10028-000ASA",GRA500,"Grayhill",1,20.910000000000000000,20.915000,20.910000,,0,ELANSR,0.000000
01-10028-000ASAIN,"Switch Asm, SP3T, On-On-On, Spring Return",,"",,,0,30.775000000000000000,29.345000,30.775000,B,0,ELANSR,0.000000
01-10028-00X1SA,"Switch Asm, SP3T, On-On-On, Spring Return",GRA103,"01-10028-00X1SA",GRA500,"Grayhill",1,0.000000000000000000,20.915000,20.915000,,0,ELANSR,0.000000
01-10028-00X1SAIN,"Switch Asm, SP3T, On-On-On, Spring Return",,"",,,0,0.000000000000000000,20.915000,20.915000,,0,ELANSR,0.000000
01-10029-00X1,"Assy, Overlay / Membrane, XLT Oven Control",JAS100,"",JAS500,"Assy, Overlay / Membrane, XLT Oven Control",1,2.750000000000000000,2.750000,2.750000,,0,ELANSR,0.000000
01-10030-000A,"Assembly, IR Transmitter_Harness",NIN102,"01-10030-000A",NIN500,"Ningbo Yinzhou Hisea Machinery Co., LTD",1,1.100000000000000000,0.000000,1.100000,,0,ELANSR,0.000000
01-10030-000B,"Assembly, IR Transmitter_Harness",BEN100,"01-10030-000B",ACC500,"Access Star Co",1,1.350000000000000000,1.350000,1.350000,,28,ELANSR,733.000000
01-10031-A00A,"Assy, Temp Sensor, Brewer Control",CHE100,"01-10031-0000SA",CHE500,"Cheemi Technology",1,1.070000000000000000,0.000000,1.070000,,0,ELANSR,0.000000
01-10031-A00B,"Assy, Temp Sensor, Brewer Control",CHE100,"01-10031-A00BSA",CHE500,"Cheemi Technology",1,1.310000000000000000,1.310000,1.310000,,0,ELANSR,1047.000000
01-10032-A001,"Assembly, LED Bar, RGB, 31mm",LIG100,"LB-BL3110RGB",LIG500,"Light Bo",1,0.550000000000000000,0.550000,0.550000,,0,ELANSR,663.000000
01-10032-A002,"Assembly, LED Bar, RGB, 59mm",LIG100,"LB-BL6010RGB",LIG500,"Light Bo",1,0.600000000000000000,0.600000,0.600000,,0,ELANSR,989.000000
01-10032-A00A,"Assembly, LED Bar, RGB, 31mm",LIG100,"01-10032-A00A",LIG500,"Light Bo",1,0.550000000000000000,0.000000,0.550000,,0,ELANSR,0.000000
01-10032-B00A,"Assembly, LED Bar, RGB, 59mm",LIG100,"01-10032-B00A",LIG500,"Light Bo",1,0.600000000000000000,0.000000,0.600000,,0,ELANSR,0.000000
01-10034-000A,"Assembly, PMMA_Sensor, Vertical Display, OA",UNI108,"01-10034-000A",UNI500,"Union Tech Circuit Shares",1,1.850000000000000000,1.850000,1.850000,,0,ELANSR,0.000000
01-10035-000A,"Assembly, PMMA_Sensor, Horizontal Display, OA",UNI108,"XT-1521",UNI500,"Union Tech Circuit Shares",1,2.250000000000000000,2.250000,2.250000,,0,ELANSR,505.000000
01-10035-00X1,"Assembly, PMMA_Sensor, Horizontal Display, OA",UNI108,"01-10035-00X1",UNI500,"Union Tech Circuit Shares",1,2.700000000000000000,0.000000,2.700000,,0,ELANSR,0.000000
01-10036-A0X1,"!!!Assembly, LED Bar, White, 48mm x 10.46mm x 5.9mm",LIG100,"LBB4810IWH1S-D",LIG500,"Light Bo",1,0.494600000000000000,0.494600,0.494600,,0,ELANSR,3000.000000
01-10036-B001,"DISP WHITE 6000K BAR 48mmx10.46mm x 5.9mm RoHS",LIG100,"LBB4810IWH3S-D",LIG500,"Light Bo",1,0.518000000000000000,0.000000,0.518000,,0,ELANSR,113.000000
01-10037-A0X1,"Glass, Touch, OLED Display ASM,UI",WIN101,"WED0356XXAWPP3D00000",WIN500,"WinstarDisplay/Jaystar",1,24.550000000000000000,0.000000,22.600000,,0,ELANSR,0.000000
02-10001-A001,"NUT HEX LCK 6-32x5/16x11/64 NYLSST",MCM100,"91831A007",MCM500,"McMasterCarr",1,0.048800000000000000,0.048800,0.048800,,3,ELANSR,0.000000
02-10001-A002,"NUT HEX LCK 6-32x5/16x3/16 NYLSST",MCM100,"91831A007",MCM500,"McMaster Carr",1,0.058300000000000000,0.062000,0.058350,,5,ELANSR,4450.000000
02-10002-A001,"NUT BROACHING CBNSST",SWA100,"KF2-632-ET",PEN500,"Penn Engineering",1,0.101000000000000000,0.088200,0.097782,,10,ELANSR,901.000000
02-10003-A001,"NUT WITH LOCK WASHER  FOR 4-40 SCREW",FAS101,"108708",FAS500,"Fastener Superstore",1,0.057380000000000000,0.062143,0.050074,,5,ELANSR,3660.000000
02-10003-A002,"NUT WITH LOCK WASHER  FOR 6-32 SCREW",FAS101,"119962",FAS500,"Fastener Superstore",2,0.017030000000000000,0.029543,0.000006,,21,ELANSR,0.000000
02-10004-0000," DO NOT BUY  use 02-10003-A002",MCM100,"90675A007",MCM500,"MCMaster Carr",1,0.043300000000000000,0.035824,0.035824,,0,ELANSR,2306.000000
02-10005-000A,"Nut, M4 X .7, Square",MET101,"I010160",MET500,"Metric & Mulitstandard Components",1,0.027400000000000000,0.027400,0.027400,,21,ELANSR,2595.000000
02-10005-00X1,"Nut, M4 X .7, Square",MET101,"I010160",,,0,0.027400000000000000,0.000000,0.027400,,21,ELANSR,0.000000
02-10006-A000,"Nut, M4 X .7, .275"" HEX, Nylon",DIG100,"36-4689-ND",,,1,0.150000000000000000,0.150000,0.150000,,0,ELANSR,0.000000
02-10007-A001,"Broaching Nut, 4-40, Zn",SWA100,"KF2-440-ET",SWA500,"S.W. Anderson Co",1,0.031430678466076700,0.064057,0.064057,,0,ELANSR,9326.000000
02-10008-Z001,"Low-Strength Steel Hex Nut, Zinc-Plated, 4-40 Thread Size",MCM100,"90480A005",MCM500,"McMaster Carr",2,0.010500000000000000,0.010500,0.010500,,0,ELANSR,36.000000
02-10009-A001,"Nut, Steel Hex, «-20, 5/16 Thick",MCM100,"94846A210",MCM500,"McMasterCarr",1,0.284800000000000000,0.000000,0.284800,,0,ELANSR,0.000000
03-10001-0000,"SELECTOR SWITCH SCREWS",,"",,,0,0.009700000000000000,0.009700,0.009700,,0,ELANSR,0.000000
03-10002-0000,"TOD SCREWS. 3.5 MM",,"",,,0,0.002900000000000000,0.002900,0.002900,,0,ELANSR,
03-10003-A001,"SCR TPGB #6 PHL PAN STL, 3/8",MCM100,"92525A315",,,1,0.072800000000000000,0.063680,0.071701,,5,ELANSR,2852.000000
03-10004-A008,"Screw, 18-8 Stainless Steel, M3x0.5, 8mm long",MCM100,"92000A118",MCM500,"McMaster Carr",1,0.055100000000000000,0.055100,0.055098,,2,ELANSR,8487.000000
03-10005-A001,"Screw, Thread-Cutting Screw 4-40 Thread, 1/4"" Length",MCM100,"98273A110",MCM500,"McMaster Carr",1,0.048600000000000000,0.048600,0.048600,,2,ELANSR,61.000000
03-10006-A001,"SCREW PHIL PAN HEAD 4-40 X 3/8",FAS101,"105718",,,2,0.017720000000000000,0.018573,0.018573,,5,ELANSR,2229.000000
03-10006-A002,"SCR MCH 4-40x1/4 PHL PAN SST",MCM100,"91772A106",MCM500,"McMaster Carr",1,0.048800000000000000,0.012405,0.022732,,5,ELANSR,1270.000000
03-10006-A006,"Screw, for Plastic, Zinc-Plated Steel, M2.2 Thread, 6mm L",MCM100,"96817A220",MCM500,"McMasterCarr",1,0.210800000000000000,0.210800,0.210800,,2,ELANSR,0.000000
03-10006-A007,"Screw, Phil Pan Head 4-40 x 3/16, SS",MCM100,"91772A105",MCM500,"McMaster Carr",1,0.039200000000000000,0.039200,0.039200,,14,ELANSR,105.000000
03-10006-Z001,"Screw, Phil Pan Head,4-40 x 0.25"", Zn",MCM100,"90272A106",MCM500,"McMaster Carr",1,0.018500000000000000,0.015223,0.015383,,0,ELANSR,3916.000000
03-10007-A001,"SCR THCT 2-56x3/16"" PHL PAN STLZNC",MCM100,"90087A101",MCM500,"McMaster Carr",1,0.086600000000000000,0.086600,0.086591,,5,ELANSR,3029.000000
03-10007-A002,"Screws, 2-56, 3/8L",MCM100,"90087A103",MCM500,"McMaster Carr",1,0.143400000000000000,0.143400,0.139719,,3,ELANSR,1216.000000
03-10008-A001,"SCR TPG #4 PHL PAN STLZNC, 1/2"" Length",MCM100,"90190A110",MCM500,"McMaster Carr",1,0.025400000000000000,0.031773,0.025400,,2,ELANSR,80.000000
03-10009-A001,"SCR THCT TRISHNK #4-20x3/8"" PHL PAN STLZNC",MCM100,"90380A108",MCM500,"McMaster Carr",1,0.093800000000000000,0.093800,0.093800,,2,ELANSR,1000.000000
03-10010-A003,"SCR MCH M2.5 3mmL PHL PAN SST",MCM100,"92000A100",MCM500,"McMasterCarr",1,0.044800000000000000,0.044800,0.044800,,3,ELANSR,0.000000
03-10011-A001,"SCR MCH 10-24x1/2"" PHL PAN SSTBLKOX",MCM100,"91249A242",MCM500,"McMaster Carr",1,0.043340000000000000,0.049215,0.049215,,14,ELANSR,207.000000
03-10012-A001,"SCR SHTMTL #6x3/4"" PHL PAN SST",MCM100,"92470A151",MCM500,"McMaster Carr",1,0.054500000000000000,0.052209,0.052209,,14,ELANSR,300.000000
03-10013-A001,"SCR THCT 6-32x3/8"" PHL PAN SST",MCM100,"90410A146",MCM500,"McMasterCarr",1,0.046900000000000000,0.045611,0.045611,,14,ELANSR,0.000000
03-10014-A001,"Screws, #6 phillips pan head 3/8"",triangle shank, threadform",MCM100,"94629A670",MCM500,"McMaster Carr",1,0.071800000000000000,0.071800,0.071800,,3,ELANSR,99.000000
03-10015-A001,"Screw,#8 phill. flat head 1/2"",round shank Hi lo threadform",MCM100,"90385A192",MCM500,"McMasterCarr",1,0.169600000000000000,0.169600,0.169600,,3,ELANSR,0.000000
03-10016-A001,"Screw,#8 phill. flat head 1/2"",round shank Hi lo threadform",MCM100,"96068A213",MCM500,"McMasterCarr",1,0.068300000000000000,0.068300,0.068300,,3,ELANSR,0.000000
03-10017-A001,"SCR MCH 6-32x1/4 PHL PAN NI",WHI100,"36601-0223-0301-EIL",,,0,0.002827547592385220,0.002828,0.002828,,28,ELANSR,1800.000000
03-10017-A002,"Screw, Mch, 6-32 x 1 1/2, Phl, Pan, Zinc",FAS101,"118901",FAS500,"Fastener Superstore",1,0.043570000000000000,0.043570,0.042311,,21,ELANSR,5000.000000
03-10018-A001,"SCR THCT 4-24 PHL PAN SST, 1/2"" ZN ROHS",GUA102,"36601-0194-0000-EIL",GUA500,"Guang Hui Industrial Co., Ltd",1,0.010700000000000000,0.040172,0.014744,,21,ELANSR,20347.000000
03-10018-A002,"SCR THCT 4-24 PHL PAN SS,  3/8"" ZN ROHS",MCM100," 94629A550",MCM500,"McMaster Carr",1,0.081200000000000000,0.070926,0.070926,,45,ELANSR,85.000000
03-10018-A003,"SCR THCT 4-24 PHL PAN SS,  1/4""",MCM100,"94629A150",MCM500,"McMaster Carr",1,0.049700000000000000,0.049700,0.049700,,0,ELANSR,200.000000
03-10019-A001,"SCREW PA4X3/8""PHILLIPS NI",WHI100,"37301-0104-0104-EIL",,,0,0.002100000000000000,0.002100,0.002100,,28,ELANSR,0.000000
03-10019-A016,"SCR THCT M4 PHL PAN NI , 16mm",FAS101,"533314",FAS500,"Fastener Superstore",2,0.007500000000000000,0.052568,0.052568,,28,ELANSR,4120.000000
03-10020-A010,"Screw, thread forming for plastics, pan head, L=10mm M2.2 .9",MCM100,"90380A333",MCM500,"McMaster Carr",2,0.004200000000000000,0.004170,0.004180,,21,ELANSR,18629.000000
03-10021-A008,"Screw, PT, 2.6 x L 8mm, Phillips, Zn",MCM100,"99461A931",MCM500,"McMasterCarr",1,0.137200000000000000,0.000000,0.137200,,0,ELANSR,300.000000
03-10021-A010,"SCREW PT 2.6xL10mm, PHILLIPS Zn",MCM100,"90380A341",MCM500,"McMaster Carr",2,0.004200000000000000,0.003344,0.003344,,3,ELANSR,88982.000000
03-10022-A016,"SCR MCH M3.5x16mm PHL PAN ZN   10k min 1/2 thead",GUA102,"37101-0034-0103-EIL",GUA500,"Guang Hui",1,0.008600000000000000,0.006300,0.008106,,0,,9815.000000
03-10023-A004,"SCR MCH M2.5 4mmL PHL PAN SSTZNC",MCM100,"92005A056",MCM500,"McMaster Carr",1,0.050400000000000000,0.050400,0.050400,,14,ELANSR,690.000000
03-10024-A008,"Screw, 6-32 x 1/4, Stainless Steel, Black-Oxide Finish",MCM100,"91249A144",MCM500,"McMaster Carr",1,0.085000000000000000,0.031236,0.031236,,3,ELANSR,2162.000000
03-10025-A001,"Screw,Sheet Metal, #4 x 7/16, Phillips,PH,18-8 SS",MCM100,"92470A111",MCM500,"McMasterCarr",1,0.049500000000000000,0.049500,0.049500,,2,ELANSR,165.000000
03-10026-A001,"SCREW, #6 High/Low x 3/8""",MCM100,"97975A205",MCM500,"McMaster Carr",1,0.056200000000000000,0.056200,0.056200,,3,ELANSR,0.000000
03-10026-A002,"Screw, #6, High/Low, X 1/4""",FAS101,"393021",,,1,0.190000000000000000,0.000000,0.190000,,0,ELANSR,0.000000
03-10026-B001,"Screw, Plastic, High / Low, #4 X 3/8"", Philips, Pan Head, SS",FAS101,"272614",FAS500,"Fastener Superstore",1,0.044970000000000000,0.056700,0.053608,,0,ELANSR,3522.000000
03-10026-B002,"Screw, Plastic, High / Low, #4 X 5/16"", Philips, Pan Head,SS",MCM100,"97349A416",MCM500,"McMaster Carr",1,0.050200000000000000,0.051900,0.050235,,0,ELANSR,3577.000000
03-10026-B003,"Screw, Plastic, High / Low, #4 X 1/8"", Philips, Pan Head, Zn",FAS101,"412371",FAS500,"Fastener Superstore",2,0.036670000000000000,0.037899,0.050389,,0,ELANSR,7718.000000
03-10026-B004,"Screw, Plastic, High/Low, #4 x 1/4"", Philips, Pan Head, Zn",FAS101,"104209",FAS500,"Fastener Superstore",2,0.036000000000000000,0.144000,0.042687,,0,ELANSR,10420.000000
03-10026-C001,"Screw, Plastic, High / Low, #5 X 3/8"", Philips, Pan Head, Zn",FAS101,"268628",FAS500,"Fastener Superstore",2,0.080600000000000000,0.080600,0.080600,,0,ELANSR,4832.000000
03-10026-D001,"Screw, Plastic, High/Low, #2 x 3/16"", Philips, Pan Head, Zn",FAS101,"221209",FAS500,"Fastener Superstore",2,0.050000000000000000,0.028300,0.067265,,0,ELANSR,4321.000000
03-10027-A001,"SCR, THFM, M3, Pan Head, Philips, 10mm length",FAS101,"258294",FAS500,"Fastener Superstore",1,0.010250000000000000,0.010250,0.010250,,5,ELANSR,42999.000000
03-10027-A002,"SCR, THFM, M3, Pan Head, Philips, 8mm length",FAS101,"258584",,,0,0.008050000000000000,0.012520,0.008050,,5,ELANSR,
03-10028-A003,"Screw, Thread Forming, #6, 3/8""Round Head, Phillips",MCM100,"90380A146",MCM500,"MCMaster Carr",1,0.080000000000000000,0.087300,0.080000,,0,,
03-10029-A001,"Screw, Plastic, THREAD-FORMING, #4, 1/4"", PAN HEAD, PHILLIPS",FAS101,"104247",FAS500,"Fastener Superstore",2,0.093200000000000000,0.017960,0.040791,,3,ELANSR,668.000000
03-10029-A002,"Screw, Thread Forming, #4, 5/16"" Round Head, Phillips",FAS101,"104852",FAS500,"Fastener Superstore",2,0.019040000000000000,0.017390,0.017390,,0,ELANSR,11823.000000
03-10029-A005,"Screw, Thread Forming, #4, 1/2"", Flathead, Black Oxide",DIG100,"1591TS100BK",HAM500,"Hammond Manufacturing",1,0.085200000000000000,0.000000,0.281501,,0,ELANSR,2258.000000
03-10029-A007,"Screw, Plastic, THREAD-FORMING, #4, 7/8"", PAN HEAD, PHILLIPS",FAS101,"412421",FAS500,"Fastener Superstore",1,0.055570000000000000,0.042894,0.042894,,15,ELANSR,7604.000000
03-10030-A001,"Screw, Type F THREAD-FORMING, 6-32, 5/16"", PAN HEAD, PHILLIP",FAS101,"308560",FAS500,"Fastener Superstore",1,0.021600000000000000,0.026610,0.021600,,15,ELANSR,0.000000
03-10031-A001,"Screw, MACH Pan Slotted M4x0.7, Nylon, 6mm",DIG100,"36-29351-ND",,,1,0.142100000000000000,0.142100,0.142100,,0,ELANSR,0.000000
03-10033-Z001,"Screw, Phl Pan Head, 6-32 x 0.25"", Zn",MCM100,"90272A144",MCM500,"McMaster Carr",1,0.018800000000000000,0.018800,0.018800,,0,ELANSR,7804.000000
03-10034-Z001,"2.8mm X 6PT M3P +/- Pan head, slotted/phillips, ZN, RoHS",SUR100,"36801-0182-0201-EIL",,,0,0.003600000000000000,0.050000,0.003600,,0,ELANSR,0.000000
03-10035-A001,"SCREW, HEX/SLOTTED, ZN, ROHS, SELF DRILL, 0.5 IN",MCM100,"94056A330",MCM500,"McMaster Carr",1,0.188300000000000000,0.188300,0.188300,,0,ELANSR,800.000000
03-10036-A001,"Screw, Sheet Metal, #6 X .875, Philips, Pan, Zinc",MCM100,"90190A152",,,1,0.081600000000000000,0.081472,0.081472,,0,ELANSR,0.000000
03-10037-A001,"Screw, Thumb, 10-24 x 0.3931, Captive",DON106,"",,,1,0.420000000000000000,0.420000,0.420000,,0,ELANSR,0.000000
03-10038-A001,"Screw, Sheet Metal, #6 x .75, Hex Flanged, SS",MCM100,"90286A151",MCM500,"McMaster Carr",1,0.092300000000000000,0.096700,0.092300,,0,ELANSR,1600.000000
03-10039-A001,"Screw, M3_1.34 x 8 mm, PT, Thread Forming, Plastic, Phillips",FAS101,"533182",FAS500,"Fastener Superstore",1,0.051430000000000000,0.051430,0.051430,,0,ELANSR,5000.000000
03-10040-A001,"Black-Oxide 18-8 Stainless Steel Pan Head Phillips Screws, 4",MCM100,"91249A107",MCM500,"McMaster Carr",2,0.081000000000000000,0.081000,0.081000,,0,ELANSR,368.000000
03-10041-A001,"Screw, Thread Forming, Phl, Pan, Zinc, #5 x 0.25"", ROHS",FAS101,"318794",FAS500,"Fastener Superstore",1,0.045000000000000000,0.045000,0.045000,,0,ELANSR,0.000000
03-10041-A002," Donot buy!!Screw Thread Forming, Phl, Pan, Zinc, #5 x 3/8""",FAS101,"565795",FAS500,"Fastener Superstore",1,0.033220000000000000,0.033220,0.033220,,0,ELANSR,16875.000000
03-10042-AT02,"Screw #2-28x5/16"" Pan Head Torx Black Oxide",FAS101,"461322",PLA500,"PLASTITE",1,0.061600000000000000,0.000000,0.061600,,0,ELANSR,10000.000000
03-10043-A001,"Screw  #4 X1 Flat Phil",SFT100,"CC-170657",SFT500,"SF Technologies",1,105.800000000000000000,0.000000,105.800000,,0,ELANSR,0.000000
04-10001-000C,"Washer, Brass, OD 8.96mm x ID 6.1mm, (inner)",GUA102,"04-10001-A00C",GUA500,"Guang Hui Industrial",1,0.016000000000000000,0.009000,0.011353,,0,ELANSR,21645.000000
04-10001-A00C,"Washer, Brass, OD 8.96mm x ID 6.1mm, (inner)",GUA102,"04-10001-A00C",GUA500,"Guang Hui Industrial",2,0.047500000000000000,0.016746,0.016746,,0,ELANSR,7696.000000
04-10002-000C,"WASHER BRASS OD:8.96mm ID:6.1mm T:0.4mm    0410002 Rev C(Inn",,"",,,0,0.009000000000000000,0.000000,0.009000,,0,ELANSR,
04-10002-A00C,"Washer, Brass, OD 9.0mm x ID 4.3mm, (outer)",GUA102,"04-10002-A00C",GUA500,"Guang Hui Industrial",2,0.013200000000000000,0.011705,0.012309,,0,ELANSR,23247.000000
04-10004-A001,"WSHR FLT .140""x.250""x.062 FBR",DIG100,"3369K-ND",,,1,0.033000000000000000,0.022000,0.030715,,15,ELANSR,870.000000
04-10005-00X2,"Washer, Spring",WHI100,"29001-0138-3001-EIL",,,0,0.049000000000000000,0.049000,0.049000,,28,ELANSR,0.000000
04-10006-A001,"Washer,.156""ID, .2512""ID,nylon,.031"" thick [Off white color]",MCM100,"90295A380",MCM500,"McMaster Carr",1,0.048200000000000000,0.048192,0.048192,,14,ELANSR,264.000000
04-10007-A001,"WSHR LCKSPT N06 x .031 STLZN",MCM100,"91102A730",MCM500,"McMaster Carr",1,0.057300000000000000,0.036819,0.036819,,21,ELANSR,1565.000000
04-10007-A002,"WSHR LCKSPT N04 x 0.25 STLZN",MCM100,"91102A720",MCM500,"McMaster Carr",1,0.015100000000000000,0.015100,0.014614,,21,ELANSR,1838.000000
04-10008-Z001,"Washer, INT Tooth,#4,Zn",MCM100,"91113A005",MCM500,"McMaster Carr",1,0.024400000000000000,0.018841,0.018841,,0,ELANSR,1557.000000
05-10001-0000,"PART NUMBER Changed to 05-10003-0000 Grommet",MOU100,"836-2873",,,1,0.143000000000000000,0.000000,0.143000,,0,ELANSR,0.000000
05-10001-A001,"Rivet, Blind, Aluminum coated steel 1.25"" shaft, 0.25"" head.",MCM100,"97517A010",MCM500,"McMaster Carr",1,0.026440000000000000,0.026354,0.026354,,14,ELANSR,225.000000
05-10002-A001,"EYE SHLDR 5.0mm x 6.0mm x 11.5mm BRS",GUA102,"29001-0111-4001-EIL",GUA500,"Guang Hu1",1,0.039500000000000000,0.021723,0.039200,,14,ELANSR,53400.000000
05-10002-A002,"EYE SHLDR  BRS 4.5mm x 6.0mm x 11.5mm",GUA102,"29001-0030-3001-EIL",GUA500,"Guang Hui Industrial",1,0.039000000000000000,0.039000,0.038884,,21,ELANSR,84986.000000
