ItemNumber,Description,PrimaryVendorNumber,VendorItem,MfgId,MfgName,MfgItemCount,LastCost,StdCost,AvgCost,Revision,ItemLeadTime,DefaultWhse,TotalQty
51-10174-A001,"IC ATSAMD20G18 TQFP48 RoHS",MIC101,"ATSAMD20G18A-AU",ATM500,"Atmel",2,1.230000000000000000,4.580400,1.262262,,91,ELANSR,3556.000000
51-10174-A001,"IC ATSAMD20G18 TQFP48 RoHS",MIC101,"ATSAMD20G18A-AU",MIC500,"Microchip Technology",2,1.230000000000000000,4.580400,1.262262,,91,ELANSR,3556.000000
51-10175-A001,"IC CYPRESS CY8C4124PVI-442 28-SSOP RoHS",MOU100,"727-CY8C4124PVI-442",,,1,1.621400000000000000,1.615764,1.615764,,28,ELANSR,36.000000
51-10176-A001,"IC REG BUCK SYNC ADJ 1A 8WSON RoHS",ARR100,"TPS62160DSGT",TEX500,"Texas Instruments",1,1.262100000000000000,1.262100,1.262100,,42,ELANSR,750.000000
51-10177-A001,"IC LT1129 REG LDO 5V 0.7A SOT223 RoHS",ARR100,"LT1129IST-5#PBF",LT500,"Linear Technology",1,3.336800000000000000,3.336800,3.336800,,28,ELANSR,0.000000
51-10177-A002,"IC LT1129 REG LDO 3.25V 0.7A SOT223 RoHS",MOU100,"LT1129IST-3.3#TRPBF",LIN500,"Linear Technology",1,4.917500000000000000,4.900000,4.903511,,84,ELANSR,71.000000
51-10178-A001,"IC 74HC1G125IC BUS BUFF TRI-ST N-INV SOT23-5 RoHS",AVN100,"74HC1G125GV,125",PH500,"Phillips",1,0.051000000000000000,0.051000,0.053380,,196,ELANSR,319.000000
51-10179-A001,"IC A4987 MOTOR DRIVER PAR 24QFN",ARR100,"A4987SESTR-T",ALL500,"Allegro MicroSystems",1,2.930000000000000000,2.930000,2.930000,,140,ELANSR,0.000000
51-10180-A001,"IC LNK6778E LINKSWITCH-HP, eSIP-7F RoHS",FUT100,"LNK6778E",POW100,"Power Integrations",1,0.409200000000000000,1.563958,1.563958,,56,ELANSR,13.000000
51-10181-A001,"IC LM393A DUAL DIFF COMP 8-SOIC RoHS",DIG100,"LM393ADR",TEX500,"Texas Instruments",1,0.075200000000000000,0.102673,0.115360,,98,ELANSR,14654.000000
51-10183-A001,"Donot orderIC SST25VF016B-50-4I-S2AF FLASH16MBIT 50MHZ 8SOIC",MIC101,"SST25VF016B-50-4I-S2AF-T",,,1,1.240000000000000000,0.000000,1.258830,,126,ELANSR,0.000000
51-10184-A001,"IC TOP269EG TOPSWITCH-JX eSIP-7C",FUT100,"TOP269EG",POW500,"Power Integrations",1,1.476000000000000000,1.476000,1.476000,,56,ELANSR,
51-10185-A001,"IC STCS2A LED Driver PowerSO-10 RoHS",AVN100,"STCS2ASPR",STM500,"ST Micro Electronics",1,1.390000000000000000,1.390000,1.379572,,84,ELANSR,400.000000
51-10186-A001,"IC A3909 Dual Full BridgeMotorDriver10MSOP RoHS",DIG100,"A3909GLYTR-T",ALL500,"Allegro Microsystems",1,0.769000000000000000,0.781020,0.761245,,168,ELANSR,2639.000000
51-10186-B001,"IC MOTOR DRIVER PAR 10SSOP",FUT100,"A3909GLNTR-T",ALL500,"Allegro MicroSystems",1,0.587140000000000000,0.729401,0.589837,,105,ELANSR,123.000000
51-10187-A001,"IC REF3040 VREF 4.096V 50uA SOT23-3 RoHS",DIG100,"REF3040AIDBZT",TEX501,"Texas Instruments",1,0.598000000000000000,0.668245,0.668245,,42,ELANSR,220.000000
51-10187-A002,"IC VREF SERIES 3.3V 0.2% 25mA SOT-23-3 RoHS",DIG100,"REF3033AIDBZR",TEX500,"Texas Instruments",1,0.622366666666667000,0.000000,0.622367,,0,ELANSR,580.000000
51-10192-A001,"IC uC ATTINY861A-20SU SOIC-20 RoHS",MIC101,"ATTINY861A-SUR",MIC100,"Microchip Technology",3,1.050000000000000000,1.183445,1.062313,,42,ELANSR,2962.000000
51-10195-A001,"IC A3930 3PH BLDC DRVR SMD JP RoHS",NEW100,"51-10195-A001",,,1,5.440000000000000000,4.596989,4.596989,,98,ELANSR,59.000000
51-10196-A001,"IC XC6216D332PR-G VREG LDO POS 3.25V 100mA SOT-89 RoHS 8 wks",AVN100,"AP7381-33Y-13",DIO500,"Diodes Inc",6,0.068594000000000000,0.216110,0.118170,,63,ELANSR,2326.000000
51-10197-A004,"IC uC ATSAMD21J17A AF SM TQFP64 RoHS",MIC101,"ATSAMD21J17A-AUT",MIC504,"Microchip Technology",3,1.490000000000000000,2.698600,1.587969,,90,ELANSR,2019.000000
51-10201-A001,"IC MIC2544 DIST SW 1.5A 8SOIC RoHS",MIC101,"MIC2544-2YM-TR",MIC500,"Microchip Technology",3,0.420000000000000000,0.467741,0.420548,,60,ELANSR,7497.000000
51-10201-A001,"IC MIC2544 DIST SW 1.5A 8SOIC RoHS",MIC101,"MIC2544-2YM-TR",MIC501,"Microchip Technology",3,0.420000000000000000,0.467741,0.420548,,60,ELANSR,7497.000000
51-10201-B1A0,"IC AP22816AKCWT DIST SW 1A TSOT25 RoHS",DIG100,"AP22816AKCWT-7",DIO500,"Diodes Inc",1,0.098000000000000000,0.110948,0.100742,,0,ELANSR,2552.000000
51-10202-A002,"IC uC SAMD10D14A-MUT SM 16K FLASH TQFN-24_RoHS",MIC101,"ATSAMD10D14A-MUT",MIC500,"Microchip Technology",2,1.155000000000000000,1.110000,1.154999,,45,ELANSR,15278.000000
51-10206-A001,"IC MIC2545A DIST SW 3A 8SOIC RoHS",MIC101,"MIC2545A-2YM-TR",MIC500,"Microchip Technology",2,2.910000000000000000,2.597745,2.597745,,56,ELANSR,1787.000000
51-10207-A001,"IC TC1264 3.25VDBTR 0.8A",MIC101,"TC1264-3.3VDBTR",MIC500,"Microchip Technology",2,0.710000000000000000,0.650000,0.658633,,60,ELANSR,2888.000000
51-10208-A001,"IC uC ATMEGA328PB AU SM TQFP-32_RoHS",MIC101,"ATMEGA328PB-AUR",ATM500,"Atmel",2,1.153600000000000000,1.153600,1.265719,,182,ELANSR,2610.000000
51-10208-A001,"IC uC ATMEGA328PB AU SM TQFP-32_RoHS",MIC101,"ATMEGA328PB-AUR",MIC500,"Microchip Technology",2,1.153600000000000000,1.153600,1.265719,,182,ELANSR,2610.000000
51-10209-A001,"IC_PFS7523H PFC CONTROLLER",DIG100,"596-1500-5-ND",,,1,1.778000000000000000,1.778000,1.778000,,0,,49.000000
51-10210-A001,"IC_LNK562DN_2W_OFFLINE_SW",DIG100,"596-1135-2-ND",,,1,1.018000000000000000,1.018000,1.018000,,0,ELANSR,0.000000
51-10213-A001,"IC AP1509-50SG-13 5V 2A SOP-8L DC/DC CONV RoHS",DIG100,"AP1509-50SG-13",DIO500,"Diodes Inc",1,0.213200000000000000,0.299205,0.299205,,56,ELANSR,561.000000
51-10216-A002,"IC NCP1117ST33VREGPOSLDO 3.25V1A SOT23-3ROHS",AVN100,"NCP1117ST33T3G",ONS500,"On Semiconductor",1,0.070820000000000000,0.203061,0.163699,,210,ELANSR,19070.000000
51-10216-A003,"NRFND IC NCP1117LPSTAD VREG POS LDO ADJ 1A SOT223 ROHS",DIG100,"NCP1117LPSTADT3GOSTR-ND",,,1,0.155000000000000000,0.155000,0.155000,,49,ELANSR,81.000000
51-10217-A001,"IC MC33063A_8-SOIC DC_DC CONVERTER_1_5A_85CRoHS",TEX100,"MC33063ADR",TEX500,"Texas Instruments",1,0.303000000000000000,0.222796,0.247919,,42,ELANSR,1593.000000
51-10217-A002,"IC_MC33063AQ_8-SOIC_DC_DC_CONVERTER_1_5A_125C_RoHS",DIG100,"MC33063AQDRQ1",TI500,"Texas Instruments",1,0.787000000000000000,0.725000,0.731183,,0,ELANSR,3901.000000
51-10218-A001,"IC LD1117ADT33TR VREG POS LDO 3.25V 1A DPAK ROHS",ARR100,"LD1117ADT33TR",STM500,"ST Micro Electronics",1,0.491130000000000000,0.240174,0.240174,,224,ELANSR,1524.000000
51-10222-A001,"IC RF TXRX MODULE  LSR 450-0159 BLUETOOTH-WIFI RoHS",LSR100,"450-0159C",,,1,6.250000000000000000,6.250000,6.250000,,56,ELANSR,0.000000
51-10230-A001,"IC AD8496AR THRMOCPLE AMP 8MSOP RoHS",MOU100,"AD8496ARMZ",ANA500,"Analog Devices Inc.",1,5.120000000000000000,5.103300,4.937258,,70,ELANSR,13.000000
51-10232-A001,"IC_uC_ATSAMD20J16A_SM_TQFP64_RoHS.1",MIC101,"ATSAMD20J16A-AU",MIC500,"Microchip Technology",1,1.670000000000000000,1.670000,1.670000,,119,ELANSR,0.000000
51-10233-A002," IC AP7361 REG LDO 1.0 A +85C SOT223 RoHS",FUT100,"AP7361C-33E-13",DIO501,"Diodes Inc",2,0.190000000000000000,0.123691,0.153803,,84,ELANSR,7921.000000
51-10235-A001,"IC uC STM8S005K6T6C LQFP32 RoHS",DIG100,"STM8S005K6T6CTR",SMT500,"SMT Micro",2,1.090000000000000000,0.000000,1.090000,,0,ELANSR,0.000000
51-10235-A003,"IC uC STM32F412 LQFP100 RoHS",AVN100,"STM32F412VGT6",STM500,"ST Micro Electronics",1,6.962700000000000000,6.962700,7.047544,,210,ELANSR,86.000000
51-10236-A001,"IC RF TXRX MODULE with Chip Antenna LSR 450-0152",AVN100,"450-0152R",,,1,14.548200000000000000,14.310000,14.267270,,126,ELANSR,111.000000
51-10237-A001,"IC RF TXRX MODULE with u.fl connector. LSR 450-0148",LSR100,"450-0148R",,,1,8.860000000000000000,8.860000,8.860000,,70,ELANSR,0.000000
51-10238-A001,"IC INN2605K-TL INNOSWITCH-EP eSOP-R16B RoHS",FUT100,"INN2605K-TL",POW500,"Power Integrations",1,1.120000000000000000,1.374265,1.210782,,84,ELANSR,908.000000
51-10239-A001,"IC_uC_ATSAMD21G18A_SM_TQFP48_RoHS",MIC101,"ATSAMD21G18A-AU",MIC500,"Microchip Technology",2,3.430000000000000000,1.940000,2.858902,,119,ELANSR,40.000000
51-10240-A001,"IC MCP9808 TEMPERATURE SENS RoHS",ALL100,"MCP9808T-E/MS",MIC500,"Microchip Technology",2,1.117000000000000000,1.045000,0.994561,,77,ELANSR,2149.000000
51-10241-A001,"IC LM2733 40V 1A SOT-23-5 DC/DC CONV BOOST RoHS",TEX100,"LM2733XMFX/NOPB",TEX501,"Texas Instruments Added 3k reel krl 3/28/25",2,0.580000000000000000,1.029820,0.639630,,63,ELANSR,1427.000000
51-10242-A001,"IC TL7660 SO8 VOLTAGE INVERTER 10V RoHS",DIG100,"TL7660CDR",TEX500,"Texas Instruments",1,0.513000000000000000,0.838923,0.453770,,42,ELANSR,614.000000
51-10242-A002,"NRFND!!! IC TL7660IDR 125C SO8 VOLTAGE INVERTER 10V RoHS",MOU100,"TL7660IDR",TEX500,"Texas Instruments",1,0.693160000000000000,0.741600,0.712376,,42,ELANSR,0.000000
51-10242-B002,"IC TPS6040x 0/3 125C SOT235 VOLTAGE INVERTER 5V RoHS",SHE107,"TPS60400DBVR",TEX500,"Texas Instruments",6,0.175100000000000000,0.326379,0.261123,,154,ELANSR,2236.000000
51-10243-A001,"IC uC PIC24FJ256GB110 SM TQFP100RoHS",MIC101,"PIC24FJ256GB110T-I/PF",MIC500,"Microchip Technology",1,7.413330000000000000,5.810000,6.040580,,140,ELANSR,6.000000
51-10244-A002,"IC MF302# OPTO TRIAC DRIVER 400VDRMS 4 SMD GW RoHS",DIG100,"MF302#TR-ND",,,1,0.297680000000000000,0.297680,0.302793,,56,ELANSR,9562.000000
51-10245-A001,"IC PIC12C508A-04I/SM SO-8",MIC101,"PIC12C508A-04I/SM",MIC500,"Microchip Technology",1,1.300000000000000000,1.286951,1.295669,,0,ELANSR,228.000000
51-10246-A001,"IC ATSAMD21G16B TQFP48 RoHS",MIC101,"ATSAMD21G16B-AU",MIC500,"Microchip Technology",1,1.980000000000000000,1.980000,1.949366,,0,ELANSR,1796.000000
51-10247-A001,"IC INN3168C INNOSWITCH-CE InSOP-24A RoHS",FUT100,"INN3168C-H109-TL",POW500,"Power Integrations",1,0.990000000000000000,0.990000,0.995368,,0,ELANSR,1337.000000
51-10247-B002,"IC INN4275C-H181-TL INNOSWITCH-CE InSOP-24A RoHS",MOU100,"INN4275C-H181-TL",POW500,"Power Integrations",1,1.940000000000000000,0.000000,1.940000,,0,ELANSR,9.000000
51-10247-C001,"IC INN3670C-H606 INNOSWITCH-CE InSOP-24D RoHS",FUT100,"INN3670C-H606",POW500,"Power Integrations",1,2.130000000000000000,0.000000,2.130000,,0,ELANSR,20.000000
51-10248-A001,"IC TOP271EG TOPSWITCH-JX eSIP-7C",FUT100,"TOP271EG",POW500,"Power Integrations",1,1.770000000000000000,1.770000,1.885754,,84,ELANSR,52.000000
51-10250-A001,"IC LM2577S SM ADJ VREG STEP-UP 3A TO263-5 RoHS",TEX100,"LM2577SX-ADJ/NOPB",TEX501,"Texas Instruments",2,5.431200000000000000,5.329596,4.431867,,42,ELANSR,92.000000
51-10251-A001,"IC DG408 8-CH MUX 16SOIC_NARROW RoHS",TTI100,"DG408LEDY-GE3",VIS500,"Vishay",2,0.899000000000000000,0.857004,0.899285,,84,ELANSR,23.000000
51-10252-A001,"IC DRV8803 LOW-SIDE DRIVER HTSSOP16 RoHS",DIG100,"DRV8803PWPR",TEX500,"Texas Instruments",1,1.625000000000000000,0.848861,1.456768,,91,ELANSR,1633.000000
51-10253-A001,"IC_uC_ATSAMD21J16B_SM_TQFP64_RoHS",MIC101,"ATSAMD21J16B-AU",MIC500,"Microchip Technology",2,1.370000000000000000,1.538822,1.374042,,112,ELANSR,800.000000
51-10254-A001,"IC uC ATSAMD10C14A-SSUT SOIC-14 RoHS",MIC101,"ATSAMD10C14A-SSUT",MIC500,"Microchip Technology",1,0.870000000000000000,0.870000,0.870000,,119,ELANSR,125.000000
51-10255-A001,"IC_uC_ATMEGA165PA-AU_SM_TQFP64_RoHS.1",MIC101,"ATMEGA165PA-AU",MIC500,"Microchip Technology",2,2.970000000000000000,3.141735,3.141735,,60,ELANSR,742.000000
51-10256-A001,"IC, PIC24FJ256GB110T-I/PT TQFP100, 10mmx10mm, RoHS",MIC101,"PIC24FJ256GB110T-I/PT",MIC500,"Microchip Technology",1,4.670000000000000000,4.670000,4.670000,,84,ELANSR,310.000000
51-10257-A001,"IC OPA191 SMT SINGLE OP AMP DBV RoHS",DIG100,"OPA191IDBVR",TEX500,"Texas Instruments",4,1.386000000000000000,2.017426,2.017426,,70,ELANSR,6328.000000
51-10257-B001,"IC OPA2990IDR 40V DUAL OPAMP 8SOIC",DIG100,"OPA2990IDR",TEX500,"Texas Instruments",1,0.701000000000000000,0.772264,0.721378,,0,ELANSR,1796.000000
51-10258-A001,"IC TLC393QD DUAL DIFF COMPARATOR 8-SOIC RoHS",DIG100,"TLC393QDRQ1",TEX500,"Texas Instruments",1,0.661000000000000000,0.522633,0.522633,,196,ELANSR,1375.000000
51-10259-A001,"IC AZ1117IH-3.3TRG1 REG LDO 3.3V 0.8A SOT223 RoHS",AVN100,"AZ1117IH-3.3TRG1 ",DIO500,"Diodes Inc",1,0.065030000000000000,0.079512,0.079512,,0,ELANSR,1653.000000
51-10260-A001,"IC LTV-814S OPTOCOUPLER 5KV 4-SMD RoHS",DIG100,"LTV-814S-TA1",LIT500,"Lite On Electronics",1,0.146000000000000000,0.123995,0.138629,,98,ELANSR,694.000000
51-10261-A001,"IC TPS61040DBVR DC-DC BOOST CONVTR SOT23-5 RoHS",SHE107," TPS61040DBVR",,,1,0.123000000000000000,0.665819,0.177471,,43,ELANSR,6467.000000
51-10262-A001,"IC STM8AF6223 MCU 8-BIT 8K TSSOP-20",MOU100,"511-STM8AF6223PAX",,,1,0.656000000000000000,0.656000,0.656000,,140,ELANSR,0.000000
51-10263-A001,"IC 74HC32PW 118 QUAD 2IN OR 14TSSOP RoHS",FUT100,"74HC32PW,118",NEX500,"Nexperia USA Inc.",2,0.064100000000000000,0.064100,0.064127,,40,ELANSR,22178.000000
51-10264-A001,"IC MCP6001 SMT SINGLE OP AMP SOT-23-5 RoHS",MIC101,"MCP6001T-E/OT",MIC500,"Microchip Technology",1,0.284380000000000000,0.265000,0.256901,,60,ELANSR,3562.000000
51-10265-A001,"IC uC ATMEGA324PB-AU SM TQFP-44 RoHS",MIC101,"ATMEGA324PB-AU",MIC500,"Microchip Technology",1,1.520000000000000000,1.520000,1.551869,,0,ELANSR,511.000000
51-10268-A001,"C, MCP9600,ThermocoupleConvertVQFN20 SM, RoHST&R",DIG100,"MCP9600-E/MX",,,1,5.484000000000000000,5.484000,5.483845,,0,ELANSR,4980.000000
51-10269-A001,"IC MOC3023STA1-V OPTO TRIAC DRIVER 600VDRMS 6 SMD GW VDE RoH",AVN100,"MOC3023STA1",LIT500,"Lite On Electronics",1,0.151300000000000000,0.160207,0.151573,,0,ELANSR,2920.000000
51-10270-A001,"IC 4N25-TA1 OPTOCOUPLER 2.5KV 6SMD GW RoHS",DIG100,"4N25S-TA1",,,1,0.111000000000000000,0.111000,0.111000,,98,ELANSR,282.000000
51-10271-A001,"IC LNK6763K LINKSWITCH-HP eSOP12 12B RoHS",AVN100,"LNK6763K-TL",POW500,"Power Integrations",1,0.615000000000000000,0.615000,0.593073,,98,ELANSR,27.000000
51-10272-A001,"IC uC PIC32MK1024GPD064 SM TQFP64 RoHS",MIC101,"PIC32MK1024GPD064T-I/PT",MIC501,"Microchip Technology",2,3.780000000000000000,5.747000,5.747000,,40,ELANSR,72.000000
51-10273-A001,"IC VOM160NT OPTOISOLATOR 3.75KV 600VDRM TRIAC 4 SMD GW",TTI100,"VOM160NT",VIS500,"Vishay",1,0.278000000000000000,0.278000,0.289066,,231,ELANSR,991.000000
51-10274-A001,"IC W25Q128JVTR 128MBIT FLASH RoHS SOIC8 RoHS",DIG100,"W25Q128JVSIM TR",WIN500,"Winbond Electronics",1,1.170000000000000000,1.030000,1.141982,,100,ELANSR,2463.000000
51-10274-A002,"16 wks IC, FLASH, W25Q16JLSNIG 16MBIT SOIC8 RoHS",DIG100,"W25Q16JLSNIG",WIN500,"Winbond Electronics",1,0.443000000000000000,0.386110,0.366353,,0,ELANSR,427.000000
51-10275-A001,"IC_uC_ATSAML22N17A_SM_TQFP_100_RoHS",MIC101,"ATSAML22N17A-AUT",MIC500,"Microchip Technology",1,2.690000000000000000,2.690000,2.690000,,81,ELANSR,0.000000
51-10276-A001,"IC FSQ0165RL 8LSOP RoHS",DIG100,"FSQ0165RLX",ONS500,"On Semiconductor",1,0.659000000000000000,0.659000,0.667146,,0,ELANSR,3.000000
51-10277-A001,"IC uC PIC32MZ1024EFG064T-I/PT SM TQFP64 RoHS",MIC101,"PIC32MZ1024EFG064-I/PT ",,,4,6.670000000000000000,7.060000,6.811767,,42,ELANSR,609.000000
51-10278-A001,"Temp issue IC_uC_ATMEGA4809_SM_QFN48_RoHS.1",MIC101,"ATMEGA4809-MFR",MIC500,"Microchip Technology",1,1.120000000000000000,1.120000,1.211392,,90,ELANSR,5381.000000
51-10278-B001,"C ATMEGA3209 125C VQFN48 RoHS",MIC101,"ATMEGA3209-MFR",MIC500,"Microchip Technology",4,1.060000000000000000,1.151346,1.045570,,0,ELANSR,3145.000000
51-10278-B101,"uC ATMEGA3209 125C TQFP48 RoHS",MIC101,"ATMEGA3209-AF",MIC500,"Microchip Technology",2,1.060000000000000000,1.060000,1.073361,,0,ELANSR,3506.000000
51-10278-C001,"uC ATMEGA1609 125C VQFN48 RoHS",MIC101,"ATMEGA1609-MF",MIC500,"Microchip Technology",2,1.240000000000000000,1.240000,1.240000,,0,ELANSR,0.000000
51-10278-D001,"uC ATMEGA809 125C VQFN48 RoHS",MIC101,"ATMEGA809-MF",MIC500,"Microchip Technology",2,1.170000000000000000,1.170000,1.170000,,0,ELANSR,0.000000
51-10279-A001,"IC_TLV73333PDQNRVREG_POSLDO_3_3VCAP_FREE_300mADQNRoHS",DIG100,"TLV73333PDQNR",,,2,0.055000000000000000,0.460000,0.245903,,0,ELANSR,5675.000000
51-10279-A002,"IC TLV73333PDBVR VREG 3.25V REG 300mA SOT23-5",DIG100,"TLV74033PDBVR",TEX502,"Texas Instruments",10,0.032000000000000000,0.045000,0.037764,,0,ELANSR,5566.000000
51-10281-A001,"IC AS7805ADTR-G1 VREG POS 5V 1A SMT DPAK RoHS 8 weeks",AVN100,"AS7805ADTR-G1",DIO500,"Diodes Inc",1,0.138260000000000000,0.104219,0.104223,,0,ELANSR,1308.000000
51-10282-A001,"IC uC ATSAMD10D14A-SSUT SOIC-20 RoHS",DIG100,"ATSAMD10D14A-SSUT",MIC500,"Microchip Technology",1,1.107400000000000000,1.107400,1.106955,,0,ELANSR,22.000000
51-10283-A001,"IC,TLV71333PDBVR,VREG,3.3V,150MA,SOT23-5,125C,ROHS",DIG100,"296-35591-2-ND",,,1,0.093000000000000000,0.093000,0.093000,,0,ELANSR,0.000000
51-10284-A001,"IC,NFC,NT3H2211W0FT1,SM,SOIC8,105C,ROHS",DIG100,"NT3H2211W0FT1X",NXP500,"NXP Semiconductors",1,0.363000000000000000,0.363000,0.363000,,0,ELANSR,28.000000
51-10286-A001,"IC  AP2138N-2.5TRG1, VREG POS 2.5V  250mA  SOT-23-3",DIG100,"AP2138N-2.5TRG1DITR-ND",,,1,0.089000000000000000,0.094420,0.094420,,0,ELANSR,357.000000
51-10287-A001,"IC RFID ST25R95 SMT QFN32 RoHS",DIG100,"ST25R95-VMD5T",SMT500,"ST Micro Electronics",1,1.596000000000000000,1.596000,1.596000,,0,ELANSR,125.000000
51-10288-A001,"IC,uC,ATSAMD20E16A-AUT TQFP32 RoHS",MIC101,"ATSAMD20E16A-AU",MIC500,"Microchip Technology",1,1.210000000000000000,1.210000,1.210000,,0,ELANSR,25.000000
51-10288-B001,"IC ATSAMD20E16B SM QFN-32_RoHS",MIC101,"ATSAMD20E16B-MU",MIC500,"Microchip Technology",1,2.560000000000000000,2.028966,2.028966,,0,ELANSR,46.000000
51-10289-A001,"IC LM4890 AUD AMP 1W SOIC8 85C RoHS",TEX100,"LM4890MX/NOPB",TEX500,"Texas Instruments",1,0.365000000000000000,0.644376,0.404996,,0,ELANSR,1461.000000
51-10290-A001,"EOL! IC MCP4018T-103E/LT DIGITAL POT SC70-6 RoHS",MIC101,"MCP4018T-103E/LTY",MIC501,"Microchip Technology",2,0.250000000000000000,0.450000,0.324640,,0,ELANSR,2823.000000
51-10291-A001,"IC 74HCT244 BUFFER NON INVERT SOIC20 RoHS",TEX100,"SN74HCT244DWR",TEX500,"Texas Instruments",3,0.123000000000000000,0.000000,0.123000,,0,ELANSR,58.000000
51-10292-A001,"IC uC STM32F446RET6 SMT LQFP64 RoHS",DIG100,"STM32F446RET6",,,2,6.863000000000000000,5.453949,5.453949,,0,ELANSR,635.000000
51-10293-A001,"IC 74HC125 BUFFER NON-INVERT 14SOIC RoHS",DIG100," MC74HC125ADR2G",ONS500,"On Semiconductor",4,0.119000000000000000,0.119000,0.124097,,260,ELANSR,1903.000000
51-10295-A001,"IC 555 OSC SGL TIMER SOIC8 RoHS",DIG100,"NA555DR",TEX500,"Texas Instruments",1,0.098000000000000000,0.098000,0.098476,,0,ELANSR,714.000000
51-10295-A002,"IC 555 OSC SGL TIMER 2.1MHz SOIC8",DIG100,"TLC555CDR",TEX500,"Texas Instruments",5,0.376000000000000000,0.376000,0.404954,,0,ELANSR,753.000000
51-10296-A001,"IC 74HCT74 FF DTYPE DUAL 1BIT 14SOIC RoHS",DIG100,"SN74HCT74DT",TEX500,"Texas Instruments",3,0.302000000000000000,0.302000,0.302000,,0,ELANSR,56.000000
51-10297-A001,"IC L6470HTR MTR DRV BIPLR HTSSOP28 RoHS",DIG100,"L6470HTR",SMT500,"ST Micro Electronics",2,4.189680000000000000,5.462508,4.307492,,0,ELANSR,152.000000
51-10298-A001,"IC PCF85063AT/AY RTC 8SOIC RoHS",DIG100,"PCF85063AT/AY",NXP500,"NXP Semiconductors",1,0.804000000000000000,0.643628,0.643628,,0,ELANSR,0.000000
51-10298-A002,"16 weeks IC PCF85263AT/AJ RTC 8SOIC RoHS",AVN100,"PCF85263AT/AJ",,,1,0.488000000000000000,0.488000,0.490751,,0,ELANSR,6370.000000
51-10299-A001,"IC BUCK SW REG ADJ 800mV 1 Output 2A 11VFQFN RoHS",DIG100,"TPS62148RGXT",TEX500,"Texas Instruments",1,1.187000000000000000,1.133927,1.143903,,245,ELANSR,532.000000
51-10300-A001,"IC AT25DF081 8MBIT FLASH RoHS SOIC8 RoHS",DIG100,"AT25SF081B-SSHB-T",,,6,0.373000000000000000,0.373000,0.407192,,0,ELANSR,137.000000
51-10301-A001,"IC ATSAML21J17B TQFP64 10X10 RoHS.1",MIC101,"ATSAML21J17B-AUT",MIC500,"Microchip Technology",1,2.240000000000000000,2.240000,2.379394,,0,ELANSR,3540.000000
51-10303-0043,"eMMC THGBMNG5D1LBAIL 4GB 153WFBGA RoHS",DIG100,"EMMC04G-MT32-01G10",KIN500,"Kingston Technology",2,4.780000000000000000,4.780000,4.780000,,0,ELANSR,34.000000
51-10306-A001,"IC APX810S00-46SA-7 POR/RESET-VMON SOT23 RoHS",DIG100,"APX810S00-46SA-7",DIO500,"Diodes Inc",2,0.088000000000000000,0.088000,0.088000,,0,ELANSR,15.000000
51-10309-A001,"SOM phyCore iMX6UL",PHY101,"PCL-063-KSP24.A0",PHY500,"Phytec",1,32.450000000000000000,32.450000,32.450000,,0,ELANSR,500.000000
51-10310-A001,"IC AUDIO AMP MAX98307 Class DG MONO 3.3W 16-WFQFN RoHS",DIG100,"MAX98307ETE+T",MAX500,"Maxim",1,1.255200000000000000,0.933395,0.933395,,0,ELANSR,514.000000
51-10311-A001,"IC AUDIO CODEC AK4637EN 20-WFQFN RoHS",DIG100,"AK4637EN",AKM500,"AKM Semiconductor Inc.",1,0.525000000000000000,0.525000,0.525000,,0,ELANSR,0.000000
51-10312-A001,"IC REGULATOR BUCK TPS54394 3A DUAL RAIL 16HTSSOP RoHS",DIG100,"TPS54394PWPR",TEX500,"Texas Instruments",1,1.777100000000000000,1.487013,1.541746,,0,ELANSR,529.000000
51-10313-A001,"IC REGULATOR BUCK TLV62568 1A SOT563-6 RoHS",DIG100,"TLV62568PDRLR",TEX500,"Texas Instruments",1,0.094000000000000000,0.136000,0.094000,,0,ELANSR,500.000000
51-10314-A001,"IC APX810S00-29SA-7 POR/RESET-VMON SOT23 RoHS",DIG100,"APX810S00-29SA-7",DIO500,"Diodes Inc",1,0.088000000000000000,0.088000,0.088000,,0,ELANSR,0.000000
51-10315-A001,"IC AUDIO CODEC MAX9860ETG+T 16BIT 24TQFN RoHS",DIG100,"MAX9860ETG+T",MAX500,"Maxim",1,1.958000000000000000,1.339875,1.581803,,140,ELANSR,511.000000
51-10318-A001,"IC uC ATTINY404 SSNR SM SOIC14",MIC101,"ATTINY404-SSNR",MIC500,"Microchip Technology",1,0.451010309278350000,0.352303,0.375343,,0,ELANSR,1325.000000
51-10318-B001,"uC ATTINY804 105C SOIC14 RoHS",MIC101,"ATTINY804-SSNR",MIC501,"Microchip Technology",2,0.560000000000000000,0.560000,0.560000,,0,ELANSR,3000.000000
51-10318-B002,"uC ATTINY804 125C SOIC14 RoHS",MIC101,"ATTINY804-SSF",MIC501,"Microchip Technology",2,0.550000000000000000,0.550000,0.550000,,0,ELANSR,0.000000
51-10318-C001,"uC ATTINY1604 105C SOIC14 RoHS",MIC101,"ATTINY1604-SSN",MIC501,"Microchip Technology",2,0.560000000000000000,0.560000,0.560000,,0,ELANSR,0.000000
51-10318-C002,"uC ATTINY1604 125C SOIC14 RoHS",MIC101,"ATTINY1604-SSF",MIC501,"Microchip Technology",2,0.580000000000000000,0.580000,0.580000,,0,ELANSR,0.000000
